name,asins,categories,primaryCategories,imageURLs,manufacturer,reviews.date,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.sourceURLs,reviews.text,reviews.title,reviews.username,latitude,longitude,location,zipcode
AmazonBasics External Hard Drive Case,"B00F5CKWBA,B00KPQCWAU","Electronics Features,Drives, Storage & Blank Media,Hard Drive Pouches,Computers & Accessories,Computer Accessories & Peripherals,Hard Drive Accessories,Electronics,Computers Features,Personal Computer,Accessories,Hard Drive Bags Cases,Computers/Tablets & Networking,Drive Enclosures & Docks,Laptop & Desktop Accessories,Hard Drive Bags & Cases,Carrying Case Or Bag",Electronics,https://m.media-amazon.com/images/I/81kRZpUPL-S._AC_SL1500_.jpg,AmazonBasics,2019-01-02T00:00:00.000Z,Unavailable,Unavailable,4,"https://www.ebay.com/itm/AmazonBasics-External-Hard-Drive-Case/173739298641?hash=item2873ab4f51:g:1VYAAOSw~xtcO6H5,https://www.ebay.com/itm/AmazonBasics-External-Hard-Drive-Case/264061001165",Works as intended. Safety for hard drive that stores my photos.,Good protection,jgardnergolf,47.92526,-97.03285,"('Greenpoint', 'US', 'America/New_York')",89561
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2017-03-27T00:00:00.000Z,Unavailable,Unavailable,5,"http://www.ebay.com/itm/File-Pocket-Expanding-Folder-Office-Organizer-Document-Paper-Storage-Letter-Size/132329229672,http://www.ebay.com/itm/File-Pocket-Expanding-Folder-Office-Organizer-Document-Paper-Storage-Letter-Size/112377734250?hash=item1a2a3c246a%3Ag%3A0MwAAOSwRUhY-OVz,http://www.ebay.com/itm/File-Pocket-Expanding-Folder-Office-Organizer-Document-Paper-Storage-Letter-Size/142477979959",A useful folder organizer with good quality.,Good purchase,ml2shop,36.20829,-115.98391,"('Greenpoint', 'US', 'America/New_York')",77807
Fire TV Stick Streaming Media Player Pair Kit,B00ZV9RDKK,"Electronics,TVs Entertainment,Featured Brands,Other TV, Video & Audio Accs,College Tvs & Home Theater,Streaming Media Players,Fire TV,TVs Entertainment xbqxrzdteyyb,Ways To Shop,Amazon SMP,Electronics Features,TVs & Home Theater,TV, Video & Home Audio,On To College,Media Streamers,TV & Home Theater,TV, Video & Audio Accessories,Digital Device 4,All Streaming Media Players,College Electronics,Video Devices & TV Tuners,Consumer Electronics,TV & Video,Streaming Devices,Back To College,Amazon Devices,Amazon,Holiday Shop",Electronics,https://m.media-amazon.com/images/I/51P6jWMGzYL._AC_SL1000_.jpg,Amazon,2019-03-15T00:00:00.000Z,Unavailable,1,5,"https://www.newegg.com/Product/Product.aspx?Item=9SIA9586MT5898,https://www.newegg.com/Product/Product.aspx?Item=9SIA6V66MV2282","Pros: Allows you to cut your cable. With many apps to download and many apps that allow you free use of services such as streaming as long as you have a Cable provided (at least for the internet), you can log in and stream. You can use apps like Kodi and TubiTV to watch many shows. My favorite is TubiTV. Yes, there are commercials but not as many as other services.Buy this, check it out, enjoy your freedom from cable TV! Cons: Don't really have any complaints.","Quick, Simple, Easy to use and SAVE YOU MONEY!",Cameron G.,36.20829,-115.98391,"('Greenpoint', 'US', 'America/New_York')",55475
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-02-04T06:00:00Z,Unavailable,Unavailable,5,http://www.amazon.com/product-reviews/B00EEBS9O0/,Amazing..... Sturdy and well pocketed.... Well worth the investment...very happy with this purchase. It has been holding up quite nicely.,great backpack... well worth the money,coool dude,39.96097,-75.60804,"('Greenpoint', 'US', 'America/New_York')",76482
Expanding Accordion File Folder Plastic Portable Document Organizer Letter Size,"B0002LCUZK,B010CEC6MI,B01B25NN64","Office,File Jackets & File Pockets,File Folders & Accessories,Files & Supplies,Office Solutions,Office Supplies,Office Product,Business & Industrial,Office & School Supplies,Expanding File Jackets Pockets,Smead,Office Products,File & Folder Accessories,Filing, Storage & Binding,Accessories,Expanding Files,See more File Pocket Expanding Folder Office Organizer ...,Filing Products,Expanding Wallets,Filing & Organizers,Expanding File Jackets & Pockets",Office Supplies,https://m.media-amazon.com/images/I/71bwupzQxPL._AC_SL1500_.jpg,AmazonBasics,2017-04-26T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/Expanding-File-Tabs-Folder-Organizer-Document-Portable-Storage-A4-Paper-Holder/202208889903%253Fhash%253Ditem2f1496cc2f%253Ag%253AqAwAAOSwptJab16Z,A very good document storage grat,The one i need perfect,truck-electric,34.95303,-120.43572,"('Greenpoint', 'US', 'America/New_York')",36573
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2017-11-15T00:00:00.000Z,TRUE,9,4,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D6,"Love bigger screen, bold fonts, auto rotate & ability to hold it with one hand. Hate slippery aluminum backside. Where did the grippy textured surface go? So easy to drop.","So much to love, but slippery",sdross1968,29.84576,-90.10674,"('Greenpoint', 'US', 'America/New_York')",59557
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-04-06T00:00:00.000Z,FALSE,0,2,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D2,"I've always been a fan of the Kindle, ever since the first one came out over a decade again.I was excited about this Kindle due to the many premium features it showed - the all-metal finish, high-resolution ePaper display, backlighting, extended battery life, etc.I was significantly disappointed to see that Amazon pushes ads through the Kindle when you put it into sleep mode, and throughout the store options. Additionally, I was further frustrated by the fact that I learned there was a cellular version (available direct from Amazon) but not through the store. For such an expensive unit, to have ads with no option to disable them, seems unreasonable and like a rip-off. Additionally, the fact that this only supports wifi (not cellular or WhisperSync) makes it even more of a drawback and something I would not recommend to a friend - stick with the cheaper version.I also found annoying problems trying to get my Apple Airpod earphones to work with this device. Pairing took forever to finish or work (had to try three different times) and if the unit sits for too long, I found that I had to go through the entire pairing process again; they were not automatically connected and synced the moment I had both devices turned on.",Unusually expensive - ad-ridden experience,OmegaOmega,32.35126,-95.30106,"('Greenpoint', 'US', 'America/New_York')",65074
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2013-11-26T06:00:00Z,Unavailable,Unavailable,4,http://www.amazon.com/product-reviews/B00EEBS9O0/,"I ordered this backpack in anticipation of a 10-day vacation to Universal Studios and a Royal Caribbean cruise. I needed something to carry my laptop where I could easily remove it for security, and that had lots of pockets for my travel papers and various things I needed to keep my 6yo busy.This AmazonBasics laptop is well-made and sturdy with a variety of pocket sizes and places to put stuff. Whatever material they used for the inside of the bag makes it very loud and crinkly, but also easy to clean. There is at least one pocket that seems extraneous and almost gets in the way, and when all the pockets are closed, there is an over abundance of zipper pulls. But the bag traveled very well and I like the sleeker style of it.The backpack is a bit much for everyday use (just in bulk and number of pockets, etc), but I'm happy to have it for future travels.",Great for traveling.,Stacey The Scenic Life,42.7392,-84.62081,"('Greenpoint', 'US', 'America/New_York')",87040
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2014-01-02T06:00:00Z,Unavailable,Unavailable,5,http://www.amazon.co.uk/gp/product-reviews/B00DUGZFWY%25253Fie%25253DUTF8%252526showViewpoints%25253D1,"Having looked elsewhere for this product and found them really expensive, found this on Amazon at a fantastic price and was really pleased with it.",Laptop Case,carol,40.65538,-74.38987,"('Greenpoint', 'US', 'America/New_York')",84543
Certified Refurbished Amazon Echo,B01GAGYVU2,"Consumer Electronics,Amazon Echo,Smart Speakers, Hubs & Accessories,Smart Speakers,Amazon Home,Surveillance & Smart Home Electronics,Digital Device 3",Electronics,https://m.media-amazon.com/images/I/61QPXTh0K9L._AC_SL1000_.jpg,Amazon,2017-01-18T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/NEW-Amazon-Echo-Show-Alexa-Smart-Home-Control-with-Video-White/273535713254,"This is my second Echo. The first one I purchased at Home Depot for 139. I knocked it off my nightstand a few times with no damage. The last time it fell, it completely died. So now it's just after Christmas and they are few and far between to purchase one. Amazon has a back order for almost a month for 179 and eBay tries to rape you with prices up to 300. I finally gave in and purchased one for 200. I love the Echo and all the accessories that you can purchase for it. BEWARE, buy a stand or wall mount for your Echo and protect your investment. My mistake the first time. If you have pets, you can count on it being knocked over. There are too many components inside the Echo to be abused. That is all.",Careful,marsh4458,46.09273,-88.64235,"('Greenpoint', 'US', 'America/New_York')",92280
AmazonBasics External Hard Drive Case,"B00F5CKWBA,B00KPQCWAU","Electronics Features,Drives, Storage & Blank Media,Hard Drive Pouches,Computers & Accessories,Computer Accessories & Peripherals,Hard Drive Accessories,Electronics,Computers Features,Personal Computer,Accessories,Hard Drive Bags Cases,Computers/Tablets & Networking,Drive Enclosures & Docks,Laptop & Desktop Accessories,Hard Drive Bags & Cases,Carrying Case Or Bag",Electronics,https://m.media-amazon.com/images/I/81kRZpUPL-S._AC_SL1500_.jpg,AmazonBasics,2019-01-28T00:00:00.000Z,Unavailable,Unavailable,5,"https://www.ebay.com/itm/AmazonBasics-External-Hard-Drive-Case/173739298641?hash=item2873ab4f51:g:1VYAAOSw~xtcO6H5,https://www.ebay.com/itm/AmazonBasics-External-Hard-Drive-Case/264061001165",Case is well made and fits my WD Passport drive perfectly with enough room for the usb cable.,External drive case,ericheryl,47.92526,-97.03285,"('Greenpoint', 'US', 'America/New_York')",47341
Certified Refurbished Amazon Echo,B01GAGYVU2,"Consumer Electronics,Amazon Echo,Smart Speakers, Hubs & Accessories,Smart Speakers,Amazon Home,Surveillance & Smart Home Electronics,Digital Device 3",Electronics,https://m.media-amazon.com/images/I/61QPXTh0K9L._AC_SL1000_.jpg,Amazon,2017-09-15T00:00:00.000Z,Unavailable,Unavailable,5,https://www.ebay.com/itm/NEW-Amazon-Echo-Show-Alexa-Smart-Home-Control-with-Video-White/273535713254,"I find it amusing to ask Alexa simple questions and timers. Not liking the messaging part that doesn't integrate with my iPhone, but it has awesome notifications and does sync with my Google calendar. I feel it was an EXCELLENT purchase.","Adds convenience and fun, and so much more to come...",codgus,40.7128,74.006,"('Greenpoint', 'US', 'America/New_York')",10010
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2014-07-03T05:00:00Z,Unavailable,Unavailable,3,http://www.amazon.com/product-reviews/B00EEBS9O0/,"Too many zippers IMO. Good quality, but the zippers frequently get caught making it slightly annoying to open.","Good quality, too many zippers",Daniel Verner,42.93369,-72.27814,"('Greenpoint', 'US', 'America/New_York')",43010
Echo Spot Pair Kit (Black),B073SQYXTW,"Amazon Echo,Networking,Home & Tools,Smart Home Automation,Smart Speakers,Electronics,TVs Entertainment,New Networking,Smart Hub & Kits,Digital Device 3,Speakers & Audio Systems,Consumer Electronics,Wireless Speakers,See more Amazon Echo Spot Smart Assistant - Black,Smart Speakers, Hubs & Accessories,Home Improvement,Amazon Home,Surveillance & Smart Home Electronics,Virtual Assistant Speakers Displays,Home & Outdoors,Amazon,Bluetooth Speakers",Electronics,https://m.media-amazon.com/images/I/61MZfowYoaL._AC_SL1000_.jpg,Amazon,2018-12-04T18:35:15.000Z,TRUE,0,5,https://redsky.target.com/groot-domain-api/v1/reviews/53630202,"I wasn't sure I even wanted this item, but caught up in all the excitement surrounding the Alexa enabled devices. Well....after getting it home I became addicted and ordered two Echos for the entertainment stand and today I have to Sub coming. I can't say enough for the product as well as the quick service/pick up at the Target store. Great service and product!",Gotta have this one!!,Wilbert,36.20829,-115.98391,"('Greenpoint', 'US', 'America/New_York')",80819
AmazonBasics AAA Performance Alkaline Batteries (36 Count),"B00QWO9P0O,B00LH3DMUO","AA,AAA,Health,Electronics,Health & Household,Camcorder Batteries,Camera & Photo,Batteries,Household Batteries,Robot Check,Accessories,Camera Batteries,Health and Beauty,Household Supplies,Batteries & Chargers,Health, Household & Baby Care,Health Personal Care",Health & Beauty,https://m.media-amazon.com/images/I/71nDX36Y9UL._AC_SL1026_.jpg,AmazonBasics,2017-05-24T00:00:00.000Z,Unavailable,Unavailable,4,https://www.amazon.com/product-reviews/B00QWO9P0O/,AmazonBasics AA AAA batteries have done well by me appear to have a good shelf life. I'll buy them again.,... done well by me appear to have a good shelf life,BySilverLane,43.1566,-77.6088,"('Greenpoint', 'US', 'America/New_York')",14623
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black","B018SZT3BK,B01AHB9CN2","Fire Tablets,Computers/Tablets & Networking,Electronics Features,Tablets,All Tablets,Amazon Tablets,Computers & Tablets,Electronics,iPad & Tablets,Tablets & eBook Readers",Electronics,https://m.media-amazon.com/images/I/71GletxnoxS._AC_SL1500_.jpg,Amazon,2016-12-16T00:00:00.000Z,TRUE,0,5,"http://reviews.bestbuy.com/3545/5620406/reviews.htm?format=embedded&page=270,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=334,http://reviews.bestbuy.com/3545/5538501/reviews.htm?format=embedded&page=275","A family member has vision problems. They had seen/used the Kindle of another family member - especially the ability to scale text. This device will make it possible to read, which she has had extreme difficulty doing.",A gift for Grandma,robz,42.4251,-71.06616,"('Greenpoint', 'US', 'America/New_York')",64260
AmazonBasics 15.6-Inch Laptop and Tablet Bag,B00DUGZFWY,"Bags, Cases & Sleeves,Computers & Accessories,See more AmazonBasics 15.6 Inch Laptop And Tablet Bag -...,Electronics,Tablet Accessories,Accessories,Computers/Tablets & Networking,Messenger Bags,Bags,Laptop & Desktop Accessories,Laptop Cases & Bags,Laptop Accessories,Cases,computers,Backpacks",Electronics,https://m.media-amazon.com/images/I/91Q4MPJX2iL._AC_SL1500_.jpg,AmazonBasics,2014-02-18T06:00:00Z,Unavailable,Unavailable,5,http://www.amazon.co.uk/gp/product-reviews/B00DUGZFWY%25253Fie%25253DUTF8%252526showViewpoints%25253D1,"This bag is really great value for money, giving you everything you could want for carrying your laptop and accessories.",Super Laptop Bag,Denise Oran,40.2737,-76.88442,"('Greenpoint', 'US', 'America/New_York')",77450
"All-New Kindle Oasis E-reader - 7 High-Resolution Display (300 ppi), Waterproof, Built-In Audible, 8 GB, Wi-Fi - Includes Special Offers",B06XD5YCKX,"EBook Readers,Tablets,Electronics,Amazon Ereaders,Kindle E-readers,E-Readers,Featured Brands,E-Readers & Accessories,Amazon Book Reader,Computers & Tablets,Amazon Devices,Amazon,Tablets & E-Readers","Electronics,Media",https://m.media-amazon.com/images/I/61PxOMO+9aL._AC_SL1000_.jpg,Amazon,2018-01-17T00:00:00.000Z,TRUE,0,5,https://reviews.bestbuy.com/3545/5999007/reviews.htm%2525252525253Fformat%2525252525253Dembedded%25252525252526page%2525252525253D4,I got this as gift for my husband and he loves it! Excellent e-reader!,Best e-reader ever!,Yesy,46.09273,-88.64235,"('Greenpoint', 'US', 'America/New_York')",83095
AmazonBasics Backpack for Laptops up to 17-inches,"B00EEBS9O0,B01CHQHIJK","Portable Computer Accessories,Bags, Cases & Sleeves,Accessories,Computers & Accessories,Laptop Accessories,Electronics,Backpacks",Electronics,https://m.media-amazon.com/images/I/81vfzNUAXEL._AC_SL1500_.jpg,AmazonBasics,2013-11-27T06:00:00Z,Unavailable,Unavailable,3,http://www.amazon.com/product-reviews/B00EEBS9O0/,"There's a lot of space with the Amazon Basics laptop and a number of great compartments, but the material it's made from feels kind of stiff and inexpensive. I was impressed at how much I could get into this backpack, but once it was packed it felt very big and bulky. My normal backpack is a smaller one from Timberline which has less compartments but seems to hold a great deal of stuff and not feel nearly as bulky as this one.",Not Bad But A Little Too Bulky,Geoffrey Kleinman,43.1009,-75.23266,"('Greenpoint', 'US', 'America/New_York')",44445
